fiscal_year,quarter,master_project_code,role_category,employee_count,total_employees,percentage
2024,1,NEE267SP,Technology,4,18,22.22
2024,1,NEE268WD,Others,2,2,100.0
2024,1,NEE269WD,Others,2,2,100.0
2024,1,NEE271SP,Business,3,14,21.43
2024,1,NEE271SP,Consulting,3,14,21.43
2024,1,NEE271SP,Others,4,14,28.57
2024,1,NEE271SP,Technology,4,14,28.57
2024,1,NEE272SP,Business,4,19,21.05
2024,1,NEE272SP,Consulting,5,19,26.32
2024,1,NEE272SP,Others,4,19,21.05
2024,1,NEE272SP,Technology,6,19,31.58
2024,1,NEE273H2,Business,2,11,18.18
2024,1,NEE273H2,Consulting,2,11,18.18
2024,1,NEE273H2,Others,2,11,18.18
2024,1,NEE273H2,Technology,5,11,45.45
2024,1,NEE274SP,Others,1,1,100.0
2024,1,NEE275WD,Others,1,1,100.0
2024,1,NEE276WD,Others,1,1,100.0
2024,1,NEE277SP,Business,7,33,21.21
2024,1,NEE277SP,Consulting,9,33,27.27
2024,1,NEE277SP,Others,11,33,33.33
2024,1,NEE277SP,Technology,6,33,18.18
2024,1,NEE278SP,Business,2,15,13.33
2024,1,NEE278SP,Consulting,4,15,26.67
2024,1,NEE278SP,Others,4,15,26.67
2024,1,NEE278SP,Technology,5,15,33.33
2024,1,NEE279SP,Business,2,14,14.29
2024,1,NEE279SP,Consulting,5,14,35.71
2024,1,NEE279SP,Others,4,14,28.57
2024,1,NEE279SP,Technology,3,14,21.43
2024,1,NEE280SP,Business,1,4,25.0
2024,1,NEE280SP,Consulting,1,4,25.0
2024,1,NEE280SP,Others,1,4,25.0
2024,1,NEE280SP,Technology,1,4,25.0
2024,1,NEE282SP,Business,1,7,14.29
2024,1,NEE282SP,Consulting,1,7,14.29
2024,1,NEE282SP,Others,3,7,42.86
2024,1,NEE282SP,Technology,2,7,28.57
2024,1,NEE300HT,Business,1,8,12.5
2024,1,NEE300HT,Others,2,8,25.0
2024,1,NEE300HT,Technology,5,8,62.5
2024,1,NEE308OD,Business,2,51,3.92
2024,1,NEE308OD,Consulting,2,51,3.92
2024,1,NEE308OD,Management,4,51,7.84
2024,1,NEE308OD,Others,15,51,29.41
2024,1,NEE308OD,Technology,28,51,54.9
2024,1,NEE310HZ,Business,7,35,20.0
2024,1,NEE310HZ,Consulting,9,35,25.71
2024,1,NEE310HZ,Others,8,35,22.86
2024,1,NEE310HZ,Technology,11,35,31.43
2024,1,NEE314H1,Technology,2,2,100.0
2024,1,NEE315MX,Others,1,2,50.0
2024,1,NEE315MX,Technology,1,2,50.0
2024,1,NEE327HT,Others,4,9,44.44
2024,1,NEE327HT,Technology,5,9,55.56
2024,1,NEE329ST,Technology,9,9,100.0
2024,1,NEE330IZ,Management,1,2,50.0
2024,1,NEE330IZ,Technology,1,2,50.0
2024,1,NEE331HT,Consulting,1,25,4.0
2024,1,NEE331HT,Management,1,25,4.0
2024,1,NEE331HT,Others,8,25,32.0
2024,1,NEE331HT,Technology,15,25,60.0
2024,1,NEE335H1,Technology,2,2,100.0
2024,1,NEE337H1,Business,1,7,14.29
2024,1,NEE337H1,Consulting,2,7,28.57
2024,1,NEE337H1,Others,2,7,28.57
2024,1,NEE337H1,Technology,2,7,28.57
2024,1,NEE338HT,Technology,2,2,100.0
2024,1,NEE339ST,Others,3,18,16.67
2024,1,NEE339ST,Technology,15,18,83.33
2024,1,NEE340ST,Others,1,5,20.0
2024,1,NEE340ST,Technology,4,5,80.0
2024,1,NEE341HT,Technology,1,1,100.0
2024,1,NEE342HT,Business,2,14,14.29
2024,1,NEE342HT,Consulting,1,14,7.14
2024,1,NEE342HT,Management,1,14,7.14
2024,1,NEE342HT,Others,3,14,21.43
2024,1,NEE342HT,Technology,7,14,50.0
2024,1,NEE343HS,Consulting,1,19,5.26
2024,1,NEE343HS,Management,2,19,10.53
2024,1,NEE343HS,Others,4,19,21.05
2024,1,NEE343HS,Technology,12,19,63.16
2024,1,NEE344HT,Technology,2,2,100.0
2024,1,NEE345HT,Consulting,1,10,10.0
2024,1,NEE345HT,Management,1,10,10.0
2024,1,NEE345HT,Others,2,10,20.0
2024,1,NEE345HT,Technology,6,10,60.0
2024,1,NEE346ST,Others,3,11,27.27
2024,1,NEE346ST,Technology,8,11,72.73
2024,1,NEE347ST,Technology,8,8,100.0
2024,1,NEE379ST,Management,1,3,33.33
2024,1,NEE379ST,Technology,2,3,66.67
2024,1,NEE401CT,Business,1,3,33.33
2024,1,NEE401CT,Consulting,2,3,66.67
2024,1,NEE402CZ,Consulting,3,3,100.0
2024,1,NEE403ST,Consulting,2,13,15.38
2024,1,NEE403ST,Others,6,13,46.15
2024,1,NEE403ST,Technology,5,13,38.46
2024,1,NEE405ST,Management,1,37,2.7
2024,1,NEE405ST,Others,9,37,24.32
2024,1,NEE405ST,Technology,27,37,72.97
2024,1,NEE406AT,Business,1,11,9.09
2024,1,NEE406AT,Consulting,2,11,18.18
2024,1,NEE406AT,Others,3,11,27.27
2024,1,NEE406AT,Technology,5,11,45.45
2024,1,NEE407BS,Management,1,2,50.0
2024,1,NEE407BS,Technology,1,2,50.0
2024,1,NEE408AZ,Consulting,1,5,20.0
2024,1,NEE408AZ,Others,1,5,20.0
2024,1,NEE408AZ,Technology,3,5,60.0
2024,1,NEE409AZ,Technology,1,1,100.0
2024,1,NEE410HZ,Business,1,12,8.33
2024,1,NEE410HZ,Consulting,2,12,16.67
2024,1,NEE410HZ,Others,3,12,25.0
2024,1,NEE410HZ,Technology,6,12,50.0
2024,1,NEE412AT,Management,1,5,20.0
2024,1,NEE412AT,Others,1,5,20.0
2024,1,NEE412AT,Technology,3,5,60.0
2024,1,NEE415AZ,Business,1,2,50.0
2024,1,NEE415AZ,Others,1,2,50.0
2024,1,NEE416AZ,Business,1,5,20.0
2024,1,NEE416AZ,Consulting,1,5,20.0
2024,1,NEE416AZ,Technology,3,5,60.0
2024,1,NEE418ST,Business,1,7,14.29
2024,1,NEE418ST,Consulting,1,7,14.29
2024,1,NEE418ST,Management,2,7,28.57
2024,1,NEE418ST,Technology,3,7,42.86
2024,1,NEE419AZ,Management,1,7,14.29
2024,1,NEE419AZ,Others,2,7,28.57
2024,1,NEE419AZ,Technology,4,7,57.14
2024,1,NEE420ST,Others,1,5,20.0
2024,1,NEE420ST,Technology,4,5,80.0
2024,1,NEE421AZ,Management,1,5,20.0
2024,1,NEE421AZ,Technology,4,5,80.0
2024,1,NEE422B1,Others,2,7,28.57
2024,1,NEE422B1,Technology,5,7,71.43
2024,1,NEE424ME,Consulting,1,3,33.33
2024,1,NEE424ME,Management,1,3,33.33
2024,1,NEE424ME,Technology,1,3,33.33
2024,1,NEE428MX,Technology,2,2,100.0
2024,1,NEE430MX,Technology,2,2,100.0
2024,1,NEE431ST,Business,1,6,16.67
2024,1,NEE431ST,Others,2,6,33.33
2024,1,NEE431ST,Technology,3,6,50.0
2024,1,NEE432AZ,Business,1,8,12.5
2024,1,NEE432AZ,Consulting,1,8,12.5
2024,1,NEE432AZ,Others,3,8,37.5
2024,1,NEE432AZ,Technology,3,8,37.5
2024,1,NEE433MX,Technology,2,2,100.0
2024,1,NEE434MX,Consulting,2,10,20.0
2024,1,NEE434MX,Management,2,10,20.0
2024,1,NEE434MX,Others,2,10,20.0
2024,1,NEE434MX,Technology,4,10,40.0
2024,1,NEE435MX,Management,1,6,16.67
2024,1,NEE435MX,Technology,5,6,83.33
2024,1,NEE436DX,Business,1,13,7.69
2024,1,NEE436DX,Management,3,13,23.08
2024,1,NEE436DX,Technology,9,13,69.23
2024,1,NEE437AZ,Business,1,4,25.0
2024,1,NEE437AZ,Consulting,1,4,25.0
2024,1,NEE437AZ,Others,1,4,25.0
2024,1,NEE437AZ,Technology,1,4,25.0
2024,1,NEE438M1,Others,1,2,50.0
2024,1,NEE438M1,Technology,1,2,50.0
2024,1,NEE439MX,Consulting,1,1,100.0
2024,1,NEE440ST,Others,1,2,50.0
2024,1,NEE440ST,Technology,1,2,50.0
2024,1,NEE442AZ,Technology,1,1,100.0
2024,1,NEE443AZ,Technology,3,3,100.0
2024,1,NEE444CT,Business,1,6,16.67
2024,1,NEE444CT,Consulting,3,6,50.0
2024,1,NEE444CT,Others,1,6,16.67
2024,1,NEE444CT,Technology,1,6,16.67
2024,1,NEE446GT,Consulting,1,2,50.0
2024,1,NEE446GT,Others,1,2,50.0
2024,1,NEE449ST,Others,6,13,46.15
2024,1,NEE449ST,Technology,7,13,53.85
2024,1,NEE451ST,Technology,1,1,100.0
2024,1,NEE452ST,Technology,1,1,100.0
2024,1,NEE501ST,Management,1,3,33.33
2024,1,NEE501ST,Technology,2,3,66.67
2024,1,NEE866S1,Consulting,1,2,50.0
2024,1,NEE866S1,Others,1,2,50.0
2024,1,NEE905MX,Technology,1,1,100.0
2024,1,NEE964SZ,Business,1,4,25.0
2024,1,NEE964SZ,Consulting,1,4,25.0
2024,1,NEE964SZ,Management,1,4,25.0
2024,1,NEE964SZ,Others,1,4,25.0
2024,1,NEE976MX,Technology,1,1,100.0
2024,1,NEEESWST,Management,1,10,10.0
2024,1,NEEESWST,Others,2,10,20.0
2024,1,NEEESWST,Technology,7,10,70.0
2024,1,NEEL3SHT,Business,2,15,13.33
2024,1,NEEL3SHT,Consulting,5,15,33.33
2024,1,NEEL3SHT,Others,5,15,33.33
2024,1,NEEL3SHT,Technology,3,15,20.0
2024,1,NEEMAPHT,Others,2,2,100.0
2024,1,NEERCDST,Business,1,22,4.55
2024,1,NEERCDST,Consulting,1,22,4.55
2024,1,NEERCDST,Management,1,22,4.55
2024,1,NEERCDST,Others,3,22,13.64
2024,1,NEERCDST,Technology,16,22,72.73
2024,2,AEILMO43,Management,2,26,7.69
2024,2,AEILMO43,Others,4,26,15.38
2024,2,AEILMO43,Technology,20,26,76.92
2024,2,FP4115WD,Others,4,4,100.0
2024,2,FPL411WD,Others,1,1,100.0
2024,2,FPL427WD,Others,1,1,100.0
2024,2,FPL445WD,Others,1,1,100.0
2024,2,FPL447HT,Business,1,3,33.33
2024,2,FPL447HT,Consulting,1,3,33.33
2024,2,FPL447HT,Others,1,3,33.33
2024,2,FPL448US,Technology,1,1,100.0
2024,2,FPL931MP,Consulting,1,1,100.0
2024,2,FPL951MP,Business,1,4,25.0
2024,2,FPL951MP,Consulting,2,4,50.0
2024,2,FPL951MP,Others,1,4,25.0
2024,2,FPL953MP,Business,1,11,9.09
2024,2,FPL953MP,Others,1,11,9.09
2024,2,FPL953MP,Technology,9,11,81.82
2024,2,FPL954TZ,Business,1,3,33.33
2024,2,FPL954TZ,Consulting,1,3,33.33
2024,2,FPL954TZ,Technology,1,3,33.33
2024,2,FPLAMPZ3,Business,8,34,23.53
2024,2,FPLAMPZ3,Consulting,15,34,44.12
2024,2,FPLAMPZ3,Others,5,34,14.71
2024,2,FPLAMPZ3,Technology,6,34,17.65
2024,2,FPLFPCEW,Others,2,2,100.0
2024,2,FPLFPMST,Business,6,24,25.0
2024,2,FPLFPMST,Consulting,10,24,41.67
2024,2,FPLFPMST,Others,4,24,16.67
2024,2,FPLFPMST,Technology,4,24,16.67
2024,2,FPLMABLR,Business,1,6,16.67
2024,2,FPLMABLR,Consulting,1,6,16.67
2024,2,FPLMABLR,Technology,4,6,66.67
2024,2,FPLOFETV,Consulting,1,7,14.29
2024,2,FPLOFETV,Management,1,7,14.29
2024,2,FPLOFETV,Others,1,7,14.29
2024,2,FPLOFETV,Technology,4,7,57.14
2024,2,FPLPMPH4,Technology,2,2,100.0
2024,2,FPLPMPH5,Consulting,2,3,66.67
2024,2,FPLPMPH5,Technology,1,3,33.33
2024,2,FPLWSATP,Others,2,3,66.67
2024,2,FPLWSATP,Technology,1,3,33.33
2024,2,HEIVPTID,Others,2,4,50.0
2024,2,HEIVPTID,Technology,2,4,50.0
2024,2,HELIVBLZ,Others,1,2,50.0
2024,2,HELIVBLZ,Technology,1,2,50.0
2024,2,HELIVCHP,Management,1,28,3.57
2024,2,HELIVCHP,Others,13,28,46.43
2024,2,HELIVCHP,Technology,14,28,50.0
2024,2,HELIVHZ4,Others,1,1,100.0
2024,2,HELIVMYP,Others,1,2,50.0
2024,2,HELIVMYP,Technology,1,2,50.0
2024,2,HELIVPA6,Others,2,4,50.0
2024,2,HELIVPA6,Technology,2,4,50.0
2024,2,HELIVPU6,Others,1,2,50.0
2024,2,HELIVPU6,Technology,1,2,50.0
2024,2,HELIVVB2,Consulting,1,9,11.11
2024,2,HELIVVB2,Others,4,9,44.44
2024,2,HELIVVB2,Technology,4,9,44.44
2024,2,HELIVVH1,Others,14,28,50.0
2024,2,HELIVVH1,Technology,14,28,50.0
2024,2,HELIVVM1,Business,3,15,20.0
2024,2,HELIVVM1,Others,5,15,33.33
2024,2,HELIVVM1,Technology,7,15,46.67
2024,2,HELIVVM3,Consulting,1,3,33.33
2024,2,HELIVVM3,Others,1,3,33.33
2024,2,HELIVVM3,Technology,1,3,33.33
2024,2,M1108IVM,Business,1,12,8.33
2024,2,M1108IVM,Others,4,12,33.33
2024,2,M1108IVM,Technology,7,12,58.33
2024,2,M21140MZ,Business,3,132,2.27
2024,2,M21140MZ,Consulting,20,132,15.15
2024,2,M21140MZ,Management,8,132,6.06
2024,2,M21140MZ,Others,37,132,28.03
2024,2,M21140MZ,Technology,64,132,48.48
2024,2,M21142MZ,Business,7,102,6.86
2024,2,M21142MZ,Consulting,16,102,15.69
2024,2,M21142MZ,Management,5,102,4.9
2024,2,M21142MZ,Others,25,102,24.51
2024,2,M21142MZ,Technology,49,102,48.04
2024,2,M21190MZ,Business,2,27,7.41
2024,2,M21190MZ,Consulting,4,27,14.81
2024,2,M21190MZ,Management,4,27,14.81
2024,2,M21190MZ,Others,9,27,33.33
2024,2,M21190MZ,Technology,8,27,29.63
2024,2,M22073B1,Management,1,1,100.0
2024,2,M22080MZ,Consulting,3,14,21.43
2024,2,M22080MZ,Management,1,14,7.14
2024,2,M22080MZ,Others,4,14,28.57
2024,2,M22080MZ,Technology,6,14,42.86
2024,2,M22085TZ,Management,1,1,100.0
2024,2,M22101M1,Business,1,6,16.67
2024,2,M22101M1,Technology,5,6,83.33
2024,2,M22108MZ,Business,3,67,4.48
2024,2,M22108MZ,Consulting,6,67,8.96
2024,2,M22108MZ,Management,4,67,5.97
2024,2,M22108MZ,Others,22,67,32.84
2024,2,M22108MZ,Technology,32,67,47.76
2024,2,M22121MZ,Management,1,14,7.14
2024,2,M22121MZ,Others,3,14,21.43
2024,2,M22121MZ,Technology,10,14,71.43
2024,2,M22154MZ,Consulting,2,12,16.67
2024,2,M22154MZ,Others,2,12,16.67
2024,2,M22154MZ,Technology,8,12,66.67
2024,2,M22157MZ,Others,1,3,33.33
2024,2,M22157MZ,Technology,2,3,66.67
2024,2,M22158B1,Technology,3,3,100.0
2024,2,M22159MZ,Business,7,202,3.47
2024,2,M22159MZ,Consulting,15,202,7.43
2024,2,M22159MZ,Management,13,202,6.44
2024,2,M22159MZ,Others,64,202,31.68
2024,2,M22159MZ,Technology,103,202,50.99
2024,2,M22160MZ,Consulting,2,3,66.67
2024,2,M22160MZ,Others,1,3,33.33
2024,2,M22161B1,Consulting,2,15,13.33
2024,2,M22161B1,Others,6,15,40.0
2024,2,M22161B1,Technology,7,15,46.67
2024,2,M23109MZ,Business,5,58,8.62
2024,2,M23109MZ,Consulting,11,58,18.97
2024,2,M23109MZ,Management,4,58,6.9
2024,2,M23109MZ,Others,12,58,20.69
2024,2,M23109MZ,Technology,26,58,44.83
2024,2,M31005MZ,Business,2,49,4.08
2024,2,M31005MZ,Consulting,6,49,12.24
2024,2,M31005MZ,Management,7,49,14.29
2024,2,M31005MZ,Others,17,49,34.69
2024,2,M31005MZ,Technology,17,49,34.69
2024,2,M31006MZ,Business,1,28,3.57
2024,2,M31006MZ,Consulting,7,28,25.0
2024,2,M31006MZ,Management,2,28,7.14
2024,2,M31006MZ,Others,10,28,35.71
2024,2,M31006MZ,Technology,8,28,28.57
2024,2,M31013M1,Management,1,4,25.0
2024,2,M31013M1,Technology,3,4,75.0
2024,2,M31037HZ,Business,3,16,18.75
2024,2,M31037HZ,Consulting,3,16,18.75
2024,2,M31037HZ,Others,5,16,31.25
2024,2,M31037HZ,Technology,5,16,31.25
2024,2,M31042MH,Business,1,12,8.33
2024,2,M31042MH,Consulting,2,12,16.67
2024,2,M31042MH,Management,1,12,8.33
2024,2,M31042MH,Others,1,12,8.33
2024,2,M31042MH,Technology,7,12,58.33
2024,2,M31046MZ,Others,1,2,50.0
2024,2,M31046MZ,Technology,1,2,50.0
2024,2,M31054MZ,Business,3,53,5.66
2024,2,M31054MZ,Consulting,4,53,7.55
2024,2,M31054MZ,Management,6,53,11.32
2024,2,M31054MZ,Others,12,53,22.64
2024,2,M31054MZ,Technology,28,53,52.83
2024,2,M31055MZ,Business,3,57,5.26
2024,2,M31055MZ,Consulting,6,57,10.53
2024,2,M31055MZ,Management,4,57,7.02
2024,2,M31055MZ,Others,17,57,29.82
2024,2,M31055MZ,Technology,27,57,47.37
2024,2,M31063MZ,Business,1,14,7.14
2024,2,M31063MZ,Others,3,14,21.43
2024,2,M31063MZ,Technology,10,14,71.43
2024,2,M31064MZ,Others,2,5,40.0
2024,2,M31064MZ,Technology,3,5,60.0
2024,2,M31069M1,Technology,3,3,100.0
2024,2,M31070ST,Others,2,4,50.0
2024,2,M31070ST,Technology,2,4,50.0
2024,2,M31074MZ,Technology,4,4,100.0
2024,2,M31075CZ,Others,3,9,33.33
2024,2,M31075CZ,Technology,6,9,66.67
2024,2,M31080MZ,Business,1,10,10.0
2024,2,M31080MZ,Consulting,1,10,10.0
2024,2,M31080MZ,Management,1,10,10.0
2024,2,M31080MZ,Others,3,10,30.0
2024,2,M31080MZ,Technology,4,10,40.0
2024,2,M31083M1,Business,1,13,7.69
2024,2,M31083M1,Consulting,1,13,7.69
2024,2,M31083M1,Management,1,13,7.69
2024,2,M31083M1,Others,3,13,23.08
2024,2,M31083M1,Technology,7,13,53.85
2024,2,M31088MZ,Consulting,2,5,40.0
2024,2,M31088MZ,Others,1,5,20.0
2024,2,M31088MZ,Technology,2,5,40.0
2024,2,M31091MZ,Business,2,70,2.86
2024,2,M31091MZ,Consulting,4,70,5.71
2024,2,M31091MZ,Management,4,70,5.71
2024,2,M31091MZ,Others,22,70,31.43
2024,2,M31091MZ,Technology,38,70,54.29
2024,2,M31092SP,Technology,1,1,100.0
2024,2,M31107MZ,Business,1,26,3.85
2024,2,M31107MZ,Consulting,5,26,19.23
2024,2,M31107MZ,Management,2,26,7.69
2024,2,M31107MZ,Others,8,26,30.77
2024,2,M31107MZ,Technology,10,26,38.46
2024,2,M31110MZ,Others,3,11,27.27
2024,2,M31110MZ,Technology,8,11,72.73
2024,2,M31115MZ,Consulting,2,28,7.14
2024,2,M31115MZ,Management,2,28,7.14
2024,2,M31115MZ,Others,7,28,25.0
2024,2,M31115MZ,Technology,17,28,60.71
2024,2,M31123MZ,Others,1,4,25.0
2024,2,M31123MZ,Technology,3,4,75.0
2024,2,M31127PZ,Others,1,4,25.0
2024,2,M31127PZ,Technology,3,4,75.0
2024,2,M31130MZ,Technology,2,2,100.0
2024,2,M31134MZ,Business,1,12,8.33
2024,2,M31134MZ,Consulting,2,12,16.67
2024,2,M31134MZ,Others,4,12,33.33
2024,2,M31134MZ,Technology,5,12,41.67
2024,2,M31135MZ,Others,1,6,16.67
2024,2,M31135MZ,Technology,5,6,83.33
2024,2,M31144MZ,Management,1,3,33.33
2024,2,M31144MZ,Technology,2,3,66.67
2024,2,M31146MZ,Technology,4,4,100.0
2024,2,M31147MZ,Others,2,5,40.0
2024,2,M31147MZ,Technology,3,5,60.0
2024,2,M31148MZ,Consulting,2,8,25.0
2024,2,M31148MZ,Others,4,8,50.0
2024,2,M31148MZ,Technology,2,8,25.0
2024,2,M31149MZ,Technology,1,1,100.0
2024,2,M31150MZ,Business,1,7,14.29
2024,2,M31150MZ,Management,1,7,14.29
2024,2,M31150MZ,Others,1,7,14.29
2024,2,M31150MZ,Technology,4,7,57.14
2024,2,M31154MZ,Management,1,1,100.0
2024,2,M31169MZ,Consulting,3,12,25.0
2024,2,M31169MZ,Management,1,12,8.33
2024,2,M31169MZ,Others,3,12,25.0
2024,2,M31169MZ,Technology,5,12,41.67
2024,2,M31174MZ,Technology,1,1,100.0
2024,2,MCBXBOJP,Consulting,1,1,100.0
2024,2,MCRMBAPM,Consulting,2,100,2.0
2024,2,MCRMBAPM,Management,12,100,12.0
2024,2,MCRMBAPM,Others,7,100,7.0
2024,2,MCRMBAPM,Technology,79,100,79.0
2024,2,MECLVCMZ,Business,1,13,7.69
2024,2,MECLVCMZ,Consulting,4,13,30.77
2024,2,MECLVCMZ,Management,1,13,7.69
2024,2,MECLVCMZ,Others,3,13,23.08
2024,2,MECLVCMZ,Technology,4,13,30.77
2024,2,MECMOZ26,Consulting,1,5,20.0
2024,2,MECMOZ26,Others,1,5,20.0
2024,2,MECMOZ26,Technology,3,5,60.0
2024,2,MECMOZ27,Consulting,2,4,50.0
2024,2,MECMOZ27,Technology,2,4,50.0
2024,2,MECMOZCC,Business,2,31,6.45
2024,2,MECMOZCC,Consulting,8,31,25.81
2024,2,MECMOZCC,Management,2,31,6.45
2024,2,MECMOZCC,Others,6,31,19.35
2024,2,MECMOZCC,Technology,13,31,41.94
2024,2,MECMOZCE,Business,1,24,4.17
2024,2,MECMOZCE,Consulting,6,24,25.0
2024,2,MECMOZCE,Management,1,24,4.17
2024,2,MECMOZCE,Others,7,24,29.17
2024,2,MECMOZCE,Technology,9,24,37.5
2024,2,MECMOZEV,Business,2,51,3.92
2024,2,MECMOZEV,Consulting,11,51,21.57
2024,2,MECMOZEV,Management,1,51,1.96
2024,2,MECMOZEV,Others,16,51,31.37
2024,2,MECMOZEV,Technology,21,51,41.18
2024,2,MECMOZMC,Business,1,11,9.09
2024,2,MECMOZMC,Consulting,4,11,36.36
2024,2,MECMOZMC,Others,2,11,18.18
2024,2,MECMOZMC,Technology,4,11,36.36
2024,2,MECMOZPC,Business,1,14,7.14
2024,2,MECMOZPC,Consulting,4,14,28.57
2024,2,MECMOZPC,Management,1,14,7.14
2024,2,MECMOZPC,Others,3,14,21.43
2024,2,MECMOZPC,Technology,5,14,35.71
2024,2,MECMOZPI,Business,3,13,23.08
2024,2,MECMOZPI,Consulting,5,13,38.46
2024,2,MECMOZPI,Others,3,13,23.08
2024,2,MECMOZPI,Technology,2,13,15.38
2024,2,MEMOZQAL,Consulting,1,7,14.29
2024,2,MEMOZQAL,Others,2,7,28.57
2024,2,MEMOZQAL,Technology,4,7,57.14
2024,2,MH22RM01,Management,4,26,15.38
2024,2,MH22RM01,Others,3,26,11.54
2024,2,MH22RM01,Technology,19,26,73.08
2024,2,MH231IVM,Business,1,61,1.64
2024,2,MH231IVM,Consulting,1,61,1.64
2024,2,MH231IVM,Management,2,61,3.28
2024,2,MH231IVM,Others,28,61,45.9
2024,2,MH231IVM,Technology,29,61,47.54
2024,2,MH301OPS,Consulting,6,14,42.86
2024,2,MH301OPS,Others,5,14,35.71
2024,2,MH301OPS,Technology,3,14,21.43
2024,2,MHAD3PB5,Others,3,3,100.0
2024,2,MHD036MZ,Others,9,24,37.5
2024,2,MHD036MZ,Technology,15,24,62.5
2024,2,MHD037BS,Others,3,7,42.86
2024,2,MHD037BS,Technology,4,7,57.14
2024,2,MHD073BS,Others,1,5,20.0
2024,2,MHD073BS,Technology,4,5,80.0
2024,2,MHD133BS,Business,1,10,10.0
2024,2,MHD133BS,Consulting,1,10,10.0
2024,2,MHD133BS,Others,2,10,20.0
2024,2,MHD133BS,Technology,6,10,60.0
2024,2,MHEMEMH1,Business,13,379,3.43
2024,2,MHEMEMH1,Consulting,43,379,11.35
2024,2,MHEMEMH1,Management,24,379,6.33
2024,2,MHEMEMH1,Others,256,379,67.55
2024,2,MHEMEMH1,Technology,43,379,11.35
2024,2,MHMC3PB5,Others,1,2,50.0
2024,2,MHMC3PB5,Technology,1,2,50.0
2024,2,ML017BAL,Consulting,1,2,50.0
2024,2,ML017BAL,Others,1,2,50.0
2024,2,ML030BAN,Consulting,1,1,100.0
2024,2,ML1033TN,Consulting,1,2,50.0
2024,2,ML1033TN,Technology,1,2,50.0
2024,2,ML1034VN,Consulting,1,1,100.0
2024,2,ML109BAS,Consulting,1,1,100.0
2024,2,ML124BAA,Consulting,1,1,100.0
2024,2,ML131BAO,Business,1,2,50.0
2024,2,ML131BAO,Others,1,2,50.0
2024,2,ML133MPB,Business,3,8,37.5
2024,2,ML133MPB,Consulting,2,8,25.0
2024,2,ML133MPB,Others,2,8,25.0
2024,2,ML133MPB,Technology,1,8,12.5
2024,2,ML271OBA,Business,1,3,33.33
2024,2,ML271OBA,Consulting,1,3,33.33
2024,2,ML271OBA,Technology,1,3,33.33
2024,2,ML55TONN,Consulting,1,1,100.0
2024,2,MLDC1016,Business,1,4,25.0
2024,2,MLDC1016,Consulting,2,4,50.0
2024,2,MLDC1016,Others,1,4,25.0
2024,2,MLDC1033,Consulting,1,2,50.0
2024,2,MLDC1033,Technology,1,2,50.0
2024,2,MLDC1034,Consulting,1,1,100.0
2024,2,MLDC1039,Consulting,1,2,50.0
2024,2,MLDC1039,Technology,1,2,50.0
2024,2,MLDC1061,Consulting,1,1,100.0
2024,2,MLDC1079,Consulting,1,1,100.0
2024,2,MLDC1095,Consulting,1,2,50.0
2024,2,MLDC1095,Others,1,2,50.0
2024,2,MLDC2146,Business,1,2,50.0
2024,2,MLDC2146,Consulting,1,2,50.0
2024,2,MLDCG093,Consulting,1,1,100.0
2024,2,MLDCG105,Others,1,1,100.0
2024,2,MLDCNE33,Consulting,1,1,100.0
2024,2,MLDCNE74,Business,1,2,50.0
2024,2,MLDCNE74,Technology,1,2,50.0
2024,2,MLDCNE86,Business,1,1,100.0
2024,2,MLDCNE87,Business,1,2,50.0
2024,2,MLDCNE87,Consulting,1,2,50.0
2024,2,MLDS150N,Consulting,1,2,50.0
2024,2,MLDS150N,Others,1,2,50.0
2024,2,MLECAMST,Business,1,41,2.44
2024,2,MLECAMST,Consulting,1,41,2.44
2024,2,MLECAMST,Management,1,41,2.44
2024,2,MLECAMST,Others,15,41,36.59
2024,2,MLECAMST,Technology,23,41,56.1
2024,2,MLEN2MST,Consulting,1,12,8.33
2024,2,MLEN2MST,Management,1,12,8.33
2024,2,MLEN2MST,Others,4,12,33.33
2024,2,MLEN2MST,Technology,6,12,50.0
2024,2,MLIWAMST,Management,2,23,8.7
2024,2,MLIWAMST,Others,6,23,26.09
2024,2,MLIWAMST,Technology,15,23,65.22
2024,2,MLMCBLMS,Consulting,3,12,25.0
2024,2,MLMCBLMS,Others,3,12,25.0
2024,2,MLMCBLMS,Technology,6,12,50.0
2024,2,MLPIAMST,Business,1,35,2.86
2024,2,MLPIAMST,Consulting,3,35,8.57
2024,2,MLPIAMST,Management,4,35,11.43
2024,2,MLPIAMST,Others,8,35,22.86
2024,2,MLPIAMST,Technology,19,35,54.29
2024,2,MO295ILS,Business,1,1,100.0
2024,2,MOAMBPMM,Business,2,26,7.69
2024,2,MOAMBPMM,Consulting,1,26,3.85
2024,2,MOAMBPMM,Management,2,26,7.69
2024,2,MOAMBPMM,Others,2,26,7.69
2024,2,MOAMBPMM,Technology,19,26,73.08
2024,2,MOAVIMQZ,Business,13,52,25.0
2024,2,MOAVIMQZ,Consulting,19,52,36.54
2024,2,MOAVIMQZ,Others,13,52,25.0
2024,2,MOAVIMQZ,Technology,7,52,13.46
2024,2,MOBAOBI2,Business,1,1,100.0
2024,2,MOIALMQZ,Business,3,16,18.75
2024,2,MOIALMQZ,Consulting,4,16,25.0
2024,2,MOIALMQZ,Management,2,16,12.5
2024,2,MOIALMQZ,Others,4,16,25.0
